pe_min_1y,pe_p10_1y,pe_p25_1y,pe_p50_1y,pe_p75_1y,pe_max_1y,pb_min_1y,pb_p10_1y,pb_p25_1y,pb_p50_1y,trading_days
15.312225773967562,22.2972770351972,29.32325394398938,31.851687805268146,38.945605386153446,51.55963400794247,2.781401164662885,3.4211773664098333,3.581066583275886,4.156909868757417,243
