report_date,revenue_100m,net_profit_parent_100m,deduct_net_profit_100m,revenue_yoy,net_profit_yoy,gross_margin,net_margin,debt_ratio,ocf_per_share
20260331,10.33161578,1.5354686333,1.4381534384999999,98.407165305414,163.460166808997,30.3040250457,18.6784472351,54.7706519107,-1.338611119864
20251231,30.402877839699997,3.5070501125,3.3852694894,23.390280576109,57.250683298184,28.4202697871,15.6744043709,57.6691466813,4.16146286183
20250930,19.3683283986,2.0531979052000002,1.9663855686000002,5.112578899968,9.170078288486,28.081598951,15.5500672088,54.551461722,0.474135725602
20250630,12.728507203900001,1.5217130151,1.4437189746,8.589686254097,17.440821127109,29.0071159568,16.8922141219,56.8172279357,0.387267296016
20250331,5.2072795678,0.5828086469,0.5041770902,6.505113927528,20.459133547154,27.5347783316,17.9347363194,55.0591850778,-0.511013606979
20241231,24.639605078899997,2.2302288543,2.0722913905,0.636437778555,458.190270836818,25.2507508455,12.7443627499,54.3947897111,7.903127394378
20240930,18.4262707673,1.8807331985,1.7570563953,4.172192681069,629.546622121407,26.1930971028,15.1298853447,53.2397437563,5.321313604314
20240630,11.7216539093,1.2957274995999999,1.1927836491,-1.210967115057,2161.89136144485,26.9155516526,16.3517046658,54.4730323781,3.964704644399
