report_date,pub_date,revenue_ttm_100m,net_profit_ttm_100m,deduct_net_profit_ttm_100m,ocf_ttm_100m
20260331,20260430,35.527214051899996,4.4597100989,4.3192458377,4.2081248167
20251231,20260421,30.402877839699997,3.5070501125,3.3852694894,5.2615875169
20250930,20251030,25.581662710199996,2.4026935610000004,2.2816205638000002,3.8235067900999997
20250630,20250830,25.6464583735,2.4562143698,2.323226716,5.409285957199999
20250331,20250430,24.957655035299997,2.3292147891,2.1805160663,6.266717071199999
20241231,20250418,24.639605078899997,2.2302288543,2.0722913905,9.8828800903
20240930,20241031,25.221770236100003,2.0224847565,1.9030750636000002,7.140403360900001
20240630,20240830,24.340095690100004,1.6379887157,1.5349283513,3.8614749724
